progress,x,y
0.18375,-612.2783432132231,-91.24843808063613
0.18425,-615.0760512828705,-91.91885849592023
0.18475,-617.878691568448,-92.57652598971677
0.18525,-620.6888414544043,-93.22199031034236
0.18575,-623.4984971511567,-93.85702941102664
0.18625,-626.3038320873752,-94.47275531765858
0.18675,-629.1177412098172,-95.07797404814764
0.18725,-631.9332967653727,-95.67312612188037
0.18775,-634.7469553675234,-96.26026402510617
0.18825,-637.5683913716856,-96.83706186826197
0.18875,-640.3895220331389,-97.39486245477224
0.18925,-643.2152041929261,-97.94143373468899
0.18975,-646.0425824721309,-98.47420770916735
0.19025,-648.8692757283254,-98.97956009345907
0.19075,-651.7049276100458,-99.46986923324401
0.19125,-654.5396625657145,-99.93725010477768
0.19175,-657.3829996068714,-100.3744950435986
